f_id,event_id,event_name_id,president,event_detail,event_address,event_date_end,event_time_end,event_date_start,event_time_start
515,144,2,<blank>,<blank>,วัดมกุฎกษัตริยาราม  กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-11-22,17:00
514,145,1,<blank>,<blank>,วัดเทพศิรินทราวาส ศาลาสุวรรณวนิชกิจ (ศาลา 3) กรุงเทพมหานคร   ,0000-00-00,19:00,2011-11-26,19:00
514,146,3,<blank>,<blank>,เมรุหลวง วัดเทพศิรินทราวาส  กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-11-27,18:30
512,147,3,<blank>,<blank>,วัดนครสวรรค์  นครสวรรค์   ,0000-00-00,<blank>,2011-11-18,16:00
511,148,1,<blank>,<blank>,วัดพาณิชสิทธิการาม ตำบลป่าซาง ลำพูน   ,2011-11-12,19:40,2011-11-06,19:40
511,149,2,<blank>,(9-10 งดสวด),สุสานบ้านป่าซาง ลำพูน   ,0000-00-00,<blank>,2011-11-13,13:30
510,150,2,<blank>,<blank>,วัดบัวขวัญ  นนทบุรี   ,0000-00-00,<blank>,2011-11-14,13:00
509,151,1,<blank>,<blank>,วัดธาตุทอง ศาลา 6 กรุงเทพมหานคร   ,2011-11-16,18:00,2011-11-11,18:00
507,152,1,<blank>,<blank>,วัดเทพศิรินทราวาส ศาลา เตชะอิทธิพร(ศาลา 1) กรุงเทพมหานคร   ,2011-11-13,19:00,2011-11-08,19:00
507,153,2,<blank>,รศ.ทพ. นพดล ศุภพิพัฒน์<br />\r\nนางปรียา จิระเสวีนุประพันธ์<br />\r\nนายวีรยุทธ์-สุกัญญา ศุภพิพัฒน์<br />\r\nนางชัย-นางนุชนารถ โสภณพนิช<br />\r\nนายวรพจน์ ศุภพิพัฒน์<br />\r\nนางลลินดา ลีสหะปีญญา<br />\r\nนายมนู-นางอนุรีย์ ศีตะจิตต์<br />\r\nและหลาน-เหลน,วัดเทพศิรินทราวาส กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-12-25,13:00
505,154,1,<blank>,<blank>,วัดมกุฎกษัตริยาราม  กรุงเทพมหานคร   ,0000-00-00,19:00,2011-11-05,19:00
505,155,3,<blank>,<blank>,วัดมกุฎกษัตริยาราม  กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-11-06,17:00
503,156,2,<blank>,<blank>,วัดมกุฎกษัตริยาราม  กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-10-26,18:00
502,157,1,<blank>,<blank>,วัดสูงเม่น อ.สูงเม่น แพร่   ,2011-10-26,20:00,2011-10-22,20:00
502,158,2,<blank>,<blank>,วัดสูงเม่น อ.สูงเม่น แพร่   ,0000-00-00,<blank>,2011-10-27,13:00
501,159,1,<blank>,<blank>,วัดตรีทศเทพ (ศาลา 4) กรุงเทพมหานคร   ,2011-10-28,19:00,2011-10-25,19:00
499,160,1,<blank>,<blank>,วัดคลองอ้อมใหญ่ ต.อ้อมใหญ่ อ.สามพราน นครปฐม   ,0000-00-00,19:30,2011-10-21,19:30
499,161,3,<blank>,<blank>,วัดคลองอ้อมใหญ่ ต.อ้อมใหญ่ อ.สามพราน นครปฐม   ,0000-00-00,<blank>,2011-10-22,17:00
498,162,1,<blank>,<blank>,วัดบางเตย (ศาลา 5)นวมินทร์  กรุงเทพมหานคร   ,2011-10-22,<blank>,2011-10-18,<blank>
498,163,2,<blank>,<blank>,วัดบางเตย นวมินทร์ กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-10-23,17:00
497,164,1,<blank>,<blank>,วัดนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร   ,2011-10-21,19:00,2011-10-18,19:00
497,165,2,<blank>,<blank>,วัดนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-10-22,17:00
496,166,1,<blank>,<blank>,วัดมกุฎกษัตริยาราม เขตพระนคร\r\n กรุงเทพมหานคร   ,0000-00-00,19:00,2011-10-23,19:00
496,167,3,<blank>,<blank>,วัดมกุฎกษัตริยาราม เขตพระนคร กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-10-24,17:00
495,168,1,<blank>,<blank>,วัดธาตุทอง  กรุงเทพมหานคร   ,2011-10-23,<blank>,2011-10-20,<blank>
495,169,2,<blank>,<blank>,วัดธาตุทอง  กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-10-24,17:00
494,170,1,<blank>,<blank>,วัดโสมนัสวิหาร เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร   ,0000-00-00,18:30,2011-10-21,18:30
494,171,3,<blank>,<blank>,ฌาปนสถานกองทัพบก วัดโสมนัสวิหาร เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-10-22,17:30
493,172,2,<blank>,<blank>,วัดวิมุตยาราม บางพลัด กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-10-20,17:00
491,173,4,<blank>,<blank>,วัดเทพลีลา เขตบางกะปิ กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-11-05,17:00
490,174,1,<blank>,<blank>,วัดประยุรวงศาวาส (ศาลา 1) กรุงเทพมหานคร   ,2011-10-22,19:00,2011-10-16,19:00
490,175,4,<blank>,<blank>,วัดประยุรวงศาวาส  กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-10-23,15:00
489,176,2,<blank>,<blank>,วัดพระศรีมหาธาตุ บางเขน กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-10-19,16:00
487,177,1,<blank>,<blank>,วัดพระศรีมหาธาตุ (ศาลา 2) กรุงเทพมหานคร   ,2011-10-19,18:30,2011-10-13,18:30
486,178,1,<blank>,<blank>,วัดใหม่ประตูชัย อ.เมือง นครราชสีมา   ,0000-00-00,19:00,2011-10-17,19:00
486,179,2,<blank>,<blank>,วัดใหม่ประตูชัย อ.เมือง นครราชสีมา   ,0000-00-00,<blank>,2011-10-18,16:00
485,180,1,<blank>,<blank>,วัดธาตุทอง ศาลา ดำรงชัยธรรม กรุงเทพมหานคร   ,0000-00-00,19:00,2011-10-21,19:00
485,181,4,<blank>,<blank>,วัดธาตุทอง กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-10-22,18:00
484,182,1,<blank>,<blank>,วัดบึงทองหลาง (ศาลา 11) กรุงเทพมหานคร   ,2011-10-21,19:00,2011-10-16,19:00
484,183,2,<blank>,<blank>,วัดบึงทองหลาง  กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-10-22,16:00
481,184,3,<blank>,<blank>,ฌาปนสถานกองทัพอากาศ วัดพระศรีมหาธาตุ เมรุ1  กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-10-16,17:00
480,185,1,<blank>,<blank>,วัดธาตุทอง (ศาลา 17) กรุงเทพมหานคร   ,2011-10-13,19:00,2011-10-11,19:00
479,186,1,<blank>,<blank>,วัดธาตุทอง (ศาลา 8) กรุงเทพมหานคร   ,2011-10-14,19:00,2011-10-10,19:00
479,187,5,<blank>,<blank>,วัดธาตุทอง  กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-10-15,17:00
478,188,1,<blank>,<blank>,วัดเทพศิรินทราวาส (ศาลา 9) กรุงเทพมหานคร   ,2011-10-15,19:00,2011-10-11,19:00
478,189,5,<blank>,<blank>,วัดเซนต์เทเรซา หนองจอก กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-10-16,<blank>
477,190,1,<blank>,<blank>,วัดธาตุทอง (ศาลา 38) กรุงเทพมหานคร   ,2011-10-15,19:00,2011-10-12,19:00
477,191,5,<blank>,<blank>,วัดธาตุทอง พระโขนง กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-11-27,17:00
476,192,1,<blank>,<blank>,วัดกระทุ่มเสือปลา ถนนอ่อนนุช เขตประเวศ  กรุงเทพมหานคร   ,2011-10-10,19:00,2011-10-08,19:00
476,193,2,<blank>,<blank>,วัดกระทุ่มเสือปลา เขตประเวศ กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-10-11,16:00
475,194,3,<blank>,<blank>,วัดมกุฎกษัตริยาราม  กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-10-09,14:00
474,195,1,<blank>,<blank>,วัดพระศรีมหาธาตุ ศาลาทักษิณาประดิษฐ์ กรุงเทพมหานคร   ,0000-00-00,18:30,2011-10-14,18:30
474,196,3,<blank>,<blank>,วัดพระศรีมหาธาตุ บางเขน กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-10-15,15:00
473,197,3,<blank>,<blank>,วัดพระศรีมหาธาตุ บางเขน กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-10-09,16:00
472,198,3,<blank>,<blank>,วัดมกุฎกษัตริยาราม  กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-10-08,14:00
471,199,1,<blank>,<blank>,วัดพระศรีมหาธาตุ บางเขน กรุงเทพมหานคร   ,2011-10-09,<blank>,2011-10-06,<blank>
471,200,3,<blank>,<blank>,วัดพระศรีมหาธาตุ บางเขน กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-10-10,16:00
470,201,3,<blank>,<blank>,วัดราชโอรส กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-10-09,17:00
469,202,1,<blank>,<blank>,วัดพระศรีมหาธาตุ บางเขน กรุงเทพมหานคร   ,2011-10-08,19:00,2011-10-06,19:00
468,203,2,<blank>,<blank>,วัดธาตุทอง  กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-10-09,17:00
467,204,1,<blank>,<blank>,วัดธาตุทอง ศาลา 38 กรุงเทพมหานคร   ,0000-00-00,19:00,2011-10-06,19:00
466,205,1,<blank>,<blank>,บ้านเลขที่ 488/51 หมู่ 6 บ้านตลาดป่าแดง บ้านบึง ชลบุรี   ,2011-10-07,19:30,2011-10-03,19:30
466,206,5,<blank>,<blank>,สุสานส่วนตัว บ้านป่าแดง ชลบุรี   ,0000-00-00,<blank>,2011-10-09,11:00
464,208,1,<blank>,<blank>,วัดธาตุทอง ตำบลพระโขนง กรุงเทพมหานคร   ,2011-10-07,19:00,2011-10-05,19:00
463,209,1,<blank>,<blank>,วัดธาตุทอง ตำบลพระโขนง กรุงเทพมหานคร   ,2011-10-08,19:00,2011-10-05,19:00
463,210,2,<blank>,<blank>,วัดธาตุทอง ตำบลพระโขนง กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-10-09,17:00
462,211,2,<blank>,<blank>,วัดภคินีนาถ ตำบลบางยี่ขัน กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-10-06,16:00
461,212,3,<blank>,<blank>,วัดตรีทศเทพ ตำบลบ้านพานถม กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-10-06,16:00
452,213,5,<blank>,<blank>,สุสานเขาแดง ต.สาริกา อ.เมือง นครนายก   ,0000-00-00,<blank>,2011-10-05,10:00
451,214,1,<blank>,<blank>,วัดภคินีนาถวรวิหาร (ศาลา 5) กรุงเทพมหานคร   ,2011-10-05,19:00,2011-10-03,19:00
451,215,2,<blank>,<blank>,วัดภคินีนาถวรวิหาร กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-10-06,16:00
450,216,1,<blank>,<blank>,วัดช่องลม อ.บางละมุง  ชลบุรี   ,2011-10-08,19:00,2011-09-30,19:00
450,217,3,<blank>,<blank>,วัดช่องลม อ.บางละมุง ชลบุรี   ,0000-00-00,<blank>,2011-10-09,17:00
