shop_id,shop_fax,shop_desc,shop_name,shop_site,shop_time,shop_email,shop_provi,shop_amphur,shop_address,shop_district,shop_province,shop_telephone
52,<blank>,ดอกไม้ประดิษฐ์ขายส่ง ดอกไม้แห้ง ต้นไม้เทียมดูเหมือนจริง รับออกแบบจัดดอกไม้ ในงานพิธีต่างๆ ดอกไม้ ดอกไม้เทียม ดอกไม้ประดับ ร้านดอกไม้ ดอกไม้โคราช ดอกไม้นครราชสีมา ช่อดอกไม้ รับจัดซุ้มดอกไม้ พวงดอกไม้ พานดอกไม้ พานพุ่มดอกไม้เทียม อุปกรณ์จัดดอกไม้ จัดสวน ต้นไม้ ต้นไม้เทียม ต้นไม้ปลอม ต้นไม้ประดิษฐ์ ร้านดอกไม้เทียมราคาถูก ซุ้มประตูตอกไม้ ดอกไม้รับปริญญา จัดส่ง ซ่อดอกไม้ขึ้นบ้านใหม่ ดอกกุหลาบ ดอกทิวลิป แจกันดอกไม้ แจกันดอกไม้เทียม ตุ๊กตา ตุ๊กตาจัดสวน ปลีก-ส่งดอกไม้เทียม,ช่อผกาฟลาวเวอร์,<blank>,จันทร์-ศุกร์ 07:00-20:00 เสาร์ 07:00-20:00,<blank>,นครราชสีมา   ,เมืองนครราชสีมา   ,1522/2  มุขมนตรี ตำบลในเมือง อำเภอเมืองนครราชสีมา นครราชสีมา 30000,ในเมือง   ,19,044441436
53,<blank>,"บริการจัด-ส่ง ช่อดอกไม้, แจกันดอกไม้, พวงหรีดดอกไม้สด-แห้ง, พวงหรีดต้นไม้ และบริการจัดตกแต่งทั้งใน-และนอกสถานที่",ช่อประยงค์ ร้านดอกไม้,<blank>,ทำการทุกวัน 07:00-18:30,<blank>,กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย   ,51/2  พระเนียง แขวงวัดโสมนัส เขตป้อมปราบศัตรูพ่าย กทม 10100,วัดโสมนัส   ,1,"026286094,022826425"
54,<blank>,"- รับจัดดอกไม้สด-ดอกไม้ประดิษฐ์ในงานพิธีต่างๆ -รับจัดช่อดอกไม้, กระเช้า, แจกัน, พวงหรีด -บริการจัดส่งดอกไม้, บริการให้เช่าพล๊อพแต่งงาน -บริการให้เช่าผ้าคลุมเก้าอี้, บริการให้เช่าตังรดน้ำสังข์ -บริการรับจัดงานแต่งงานครบวงจร, บริการให้เช่าโซฟา ชุดรับแขก -รับจัดงานเลี้ยงสังสรรค์ รับจัดงานเปิดตัวบริษัท รับจัดงาน Even",นุชบ้านดอกไม้,http://www.nuchbanndokmai.com,ทำการทุกวัน 08:00-20:00,nuchbanndokmai@gmail.com,ระยอง   ,เมืองระยอง   ,135/15  สุขุมวิท ตำบลท่าประดู่ อำเภอเมืองระยอง ระยอง 21000,ท่าประดู่,12,038615246
55,077581812,รับจัดดอกไม้ ช่อดอกไม้ กระเช้าดอกไม้ แจกันดอกไม้ จัดดอกไม้ในงานพิธีต่างๆ พวงหรีด ดอกไม้สด แห้ง จัดช่อ กระเช้า ดอกไม้ เทศกาล ต่างๆ หรือออกแบบเองได้ ส่งดอกไม้ออนไลน์ สั่งดอกไม้บริการฟรี,ต้นรักษ์ ร้านดอกไม้,<blank>,ทำการทุกวัน 08:00-20:00,kannika_obpat@yahoo.com,ชุมพร   ,หลังสวน   ,21/39  อวยชัย 2 ตำบลขันเงิน อำเภอหลังสวน ชุมพร 86110,ขันเงิน,69,"077581812,0817623416"
56,<blank>,รับจัดดอกไม้สด-แห้ง ทั้งในและนอกสถานที่ รับจัดพวงหรีด-พวงมาลา จำหน่าย : สังฆทาน เครื่องสังฆภัณฑ์ ของชำร่วย ของใช้ในงานพิธีต่าง ๆ,ร้าน ใบหยกฟลาวเวอร์,<blank>,<blank>,<blank>,ระนอง   ,เมืองระนอง   ,79/7  ท่าเมือง ตำบลเขานิเวศน์ อำเภอเมืองระนอง ระนอง 85000,เขานิเวศน์,68,077811786
57,<blank>,"รับจัดดอกไม้สด, แห้ง ในงานพิธีต่างๆ ร้านดอกไม้ในชลบุรี, จัดดอกไม้นอกสถานที่, ดอกไม้แห้ง, บริการส่งดอกไม้, ร้านดอกไม้ ชลบุรี",ร้าน ดอกไม้รักแม่,<blank>,ทำการทุกวัน 08:00-20:00,<blank>,ชลบุรี   ,เมืองชลบุรี   ,112/7 หมู่ 1  พระยาสัจจา ตำบลเสม็ด อำเภอเมืองชลบุรี ชลบุรี 20000,เสม็ด   ,11,"038270534,0819379446,0817222442"
58,043245009,<blank>,บุปผา มาดา,<blank>,<blank>,<blank>,ขอนแก่น   ,เมืองขอนแก่น   ,44/10  อำมาตย์ ตำบลในเมือง อำเภอเมืองขอนแก่น ขอนแก่น 40000,ในเมือง   ,28,"043245009,0878536896"
59,<blank>,ดอกไม้สด-แห้ง ช่อดอกไม้ กระเช้า พวงหรีดสด-แห้ง รับทำมาลัยแต่งงาน บายศรี ทั้งในและนอกสถานที่,ดุสิตา ฟลาวเวอร์,<blank>,ทำการทุกวัน 08:00-21:00,chai_1523@hotmail.com,นครสวรรค์   ,เมืองนครสวรรค์   ,383/24  สวรรค์วิถี  อำเภอเมืองนครสวรรค์ นครสวรรค์ 60000,ปากน้ำโพ,47,"056224432,0892129406"
60,<blank>,รับจัดดอกไม้ กระเช้าดอกไม้ ช่อดอกไม้ ทุกโอกาส ทั้งงานมงคล และอวมงคล รวมถึง พวงหรีด,มาลีทิพย์,<blank>,จันทร์-ศุกร์ 07:30-20:30 เสาร์ 07:30-20:30 อาทิตย์ 07:30-20:30,<blank>,กรุงเทพมหานคร,พระนคร,74  ประชาธิปไตย แขวงบ้านพานถม เขตพระนคร กทม 10200,บ้านพานถม   ,1,"022825564-5,022825671,0814922352"
61,<blank>,"รับจัดดอกไม้สด - ดอกไม้ประดิษฐ์ ในและนอกสถานที่ สาขาพหลโยธิน(ลาวิลล่า) 0-2619-0477-8, สาขาวิทยุ (ออลซีซั่นส์เพลส) 0-2654-0220, สาขา ซ. ศูนย์วิจัย ร.พ. กรุงเทพ 0-2718-0770, 0-2755-1419, รับจัดดอกไม้ สด และดอกไม้ประดิษฐ์ เช่น กระเช้า แจกัน ช่อ กระเช้าผลไม้ กระเช้าของขวัญ รับห่อของขวัญ จัดพวงหรีด งานมงคล และงานอวมงคล ทั้งในและนอกสถานที่ รับจัดและตกแต่งดอกไม้ประดับสำนักงาน และมีบริการส่งดอกไม้ในเขตกรุงเทพและปริมณฑล",เมลโรส ร้านดอกไม้,http://www.flowerbymelrose.net,จันทร์-ศุกร์ 08:00-19:00 เสาร์ 10:00-19:00 อาทิตย์ 10:00-19:00,prailida@flowerbymelrose.net,กรุงเทพมหานคร,ห้วยขวาง   ,สาขาซอยศูนย์วิจัย รพ กรุงเทพ   แขวงบางกะปิ เขตห้วยขวาง กทม 10310,บางกะปิ   ,1,027180770
